truth_index,truth_law,truth_state,delta,topology,budget,greedy_utility,optimal_utility,greedy_over_optimal,additive_gap,greedy_panel,one_optimal_panel
61,P03,1101,3e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,1001 1100 1101 1110 1111
62,P03,1110,3e-05,complete_survivor,1,127,127,1.0,0,0101,1111
62,P03,1110,3e-05,complete_survivor,2,127,127,1.0,0,0000 0101,1110 1111
62,P03,1110,3e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0101,1100 1110 1111
62,P03,1110,3e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0101,1100 1101 1110 1111
62,P03,1110,3e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0101,1010 1100 1101 1110 1111
63,P03,1111,3e-05,complete_survivor,1,127,127,1.0,0,0100,1110
63,P03,1111,3e-05,complete_survivor,2,127,127,1.0,0,0000 0100,1110 1111
63,P03,1111,3e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0100,1101 1110 1111
63,P03,1111,3e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0100,1100 1101 1110 1111
63,P03,1111,3e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,1011 1100 1101 1110 1111
48,P03,0000,3e-05,law_mst_x_q4,1,127,127,1.0,0,0001,0001
48,P03,0000,3e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,0000 0001
48,P03,0000,3e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,0000 0001 0010
48,P03,0000,3e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0000 0001 0010 0011
48,P03,0000,3e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0001 0010 0011 0100
49,P03,0001,3e-05,law_mst_x_q4,1,127,127,1.0,0,0000,0000
49,P03,0001,3e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,0000 0001
49,P03,0001,3e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,0000 0001 0011
49,P03,0001,3e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0000 0001 0010 0011
49,P03,0001,3e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0001 0010 0011 0101
50,P03,0010,3e-05,law_mst_x_q4,1,127,127,1.0,0,0000,0011
50,P03,0010,3e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,0010 0011
50,P03,0010,3e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,0000 0010 0011
50,P03,0010,3e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0000 0001 0010 0011
50,P03,0010,3e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0001 0010 0011 0110
51,P03,0011,3e-05,law_mst_x_q4,1,127,127,1.0,0,0000,0010
51,P03,0011,3e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,0010 0011
51,P03,0011,3e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,0001 0010 0011
51,P03,0011,3e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0000 0001 0010 0011
51,P03,0011,3e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0001 0010 0011 0111
52,P03,0100,3e-05,law_mst_x_q4,1,127,127,1.0,0,0000,0101
52,P03,0100,3e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,0100 0101
52,P03,0100,3e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,0100 0101 0110
52,P03,0100,3e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0100 0101 0110 0111
52,P03,0100,3e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0100 0101 0110 0111
53,P03,0101,3e-05,law_mst_x_q4,1,127,127,1.0,0,0000,0100
53,P03,0101,3e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,0100 0101
53,P03,0101,3e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,0100 0101 0111
53,P03,0101,3e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0100 0101 0110 0111
53,P03,0101,3e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0001 0100 0101 0110 0111
54,P03,0110,3e-05,law_mst_x_q4,1,127,127,1.0,0,0010,0111
54,P03,0110,3e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0010,0110 0111
54,P03,0110,3e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,0100 0110 0111
54,P03,0110,3e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0100 0101 0110 0111
54,P03,0110,3e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0010 0100 0101 0110 0111
55,P03,0111,3e-05,law_mst_x_q4,1,127,127,1.0,0,0010,0110
55,P03,0111,3e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0010,0110 0111
55,P03,0111,3e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,0101 0110 0111
55,P03,0111,3e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0100 0101 0110 0111
55,P03,0111,3e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0011 0100 0101 0110 0111
56,P03,1000,3e-05,law_mst_x_q4,1,127,127,1.0,0,0000,1001
56,P03,1000,3e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,1000 1001
56,P03,1000,3e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,1000 1001 1010
56,P03,1000,3e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1000 1001 1010 1011
56,P03,1000,3e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1100
57,P03,1001,3e-05,law_mst_x_q4,1,127,127,1.0,0,0000,1000
57,P03,1001,3e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,1000 1001
57,P03,1001,3e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,1000 1001 1011
57,P03,1001,3e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1000 1001 1010 1011
57,P03,1001,3e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1101
58,P03,1010,3e-05,law_mst_x_q4,1,127,127,1.0,0,0000,1011
58,P03,1010,3e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,1010 1011
58,P03,1010,3e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,1000 1010 1011
58,P03,1010,3e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1000 1001 1010 1011
58,P03,1010,3e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1110
59,P03,1011,3e-05,law_mst_x_q4,1,127,127,1.0,0,0000,1010
59,P03,1011,3e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,1010 1011
59,P03,1011,3e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,1001 1010 1011
59,P03,1011,3e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1000 1001 1010 1011
59,P03,1011,3e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1111
60,P03,1100,3e-05,law_mst_x_q4,1,127,127,1.0,0,0100,1101
60,P03,1100,3e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0100,1100 1101
60,P03,1100,3e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0100,1100 1101 1110
60,P03,1100,3e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0100,1100 1101 1110 1111
60,P03,1100,3e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1100 1101 1110 1111
61,P03,1101,3e-05,law_mst_x_q4,1,127,127,1.0,0,0100,1100
61,P03,1101,3e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0100,1100 1101
61,P03,1101,3e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0100,1100 1101 1111
61,P03,1101,3e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0100,1100 1101 1110 1111
61,P03,1101,3e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1001 1100 1101 1110 1111
62,P03,1110,3e-05,law_mst_x_q4,1,127,127,1.0,0,0100,1111
62,P03,1110,3e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0100,1110 1111
62,P03,1110,3e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0100,1100 1110 1111
62,P03,1110,3e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0100,1100 1101 1110 1111
62,P03,1110,3e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1010 1100 1101 1110 1111
63,P03,1111,3e-05,law_mst_x_q4,1,127,127,1.0,0,0100,1110
63,P03,1111,3e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0100,1110 1111
63,P03,1111,3e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0100,1101 1110 1111
63,P03,1111,3e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0100,1100 1101 1110 1111
63,P03,1111,3e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1011 1100 1101 1110 1111
48,P03,0000,3e-05,law_clique_x_q4,1,127,127,1.0,0,0001,0001
48,P03,0000,3e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0001,0000 0001
48,P03,0000,3e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0010,0000 0001 0010
48,P03,0000,3e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0000 0001 0010 0011
48,P03,0000,3e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0001 0010 0011 0100
49,P03,0001,3e-05,law_clique_x_q4,1,127,127,1.0,0,0000,0000
49,P03,0001,3e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0001,0000 0001
49,P03,0001,3e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0010,0000 0001 0011
49,P03,0001,3e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0000 0001 0010 0011
49,P03,0001,3e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0001 0010 0011 0101
50,P03,0010,3e-05,law_clique_x_q4,1,127,127,1.0,0,0001,0011
50,P03,0010,3e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0001,0010 0011
50,P03,0010,3e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0010,0000 0010 0011
50,P03,0010,3e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0000 0001 0010 0011
50,P03,0010,3e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0001 0010 0011 0110
51,P03,0011,3e-05,law_clique_x_q4,1,127,127,1.0,0,0000,0010
51,P03,0011,3e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0001,0010 0011
51,P03,0011,3e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0010,0001 0010 0011
51,P03,0011,3e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0000 0001 0010 0011
51,P03,0011,3e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0001 0010 0011 0111
52,P03,0100,3e-05,law_clique_x_q4,1,127,127,1.0,0,0001,0101
52,P03,0100,3e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0001,0100 0101
52,P03,0100,3e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0010,0100 0101 0110
52,P03,0100,3e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0100 0101 0110 0111
52,P03,0100,3e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0100 0101 0110 0111
53,P03,0101,3e-05,law_clique_x_q4,1,127,127,1.0,0,0000,0100
53,P03,0101,3e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0001,0100 0101
53,P03,0101,3e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0010,0100 0101 0111
53,P03,0101,3e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0100 0101 0110 0111
53,P03,0101,3e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0001 0100 0101 0110 0111
54,P03,0110,3e-05,law_clique_x_q4,1,127,127,1.0,0,0011,0111
54,P03,0110,3e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0011,0110 0111
54,P03,0110,3e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0011,0100 0110 0111
54,P03,0110,3e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0100 0101 0110 0111
54,P03,0110,3e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0010 0100 0101 0110 0111
55,P03,0111,3e-05,law_clique_x_q4,1,127,127,1.0,0,0010,0110
55,P03,0111,3e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0010,0110 0111
55,P03,0111,3e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0010,0101 0110 0111
55,P03,0111,3e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0100 0101 0110 0111
55,P03,0111,3e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0011 0100 0101 0110 0111
56,P03,1000,3e-05,law_clique_x_q4,1,127,127,1.0,0,0001,1001
56,P03,1000,3e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0001,1000 1001
56,P03,1000,3e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0010,1000 1001 1010
56,P03,1000,3e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1000 1001 1010 1011
56,P03,1000,3e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1100
57,P03,1001,3e-05,law_clique_x_q4,1,127,127,1.0,0,0000,1000
57,P03,1001,3e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0001,1000 1001
57,P03,1001,3e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0010,1000 1001 1011
57,P03,1001,3e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1000 1001 1010 1011
57,P03,1001,3e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1101
58,P03,1010,3e-05,law_clique_x_q4,1,127,127,1.0,0,0001,1011
58,P03,1010,3e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0001,1010 1011
58,P03,1010,3e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0010,1000 1010 1011
58,P03,1010,3e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1000 1001 1010 1011
58,P03,1010,3e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1110
59,P03,1011,3e-05,law_clique_x_q4,1,127,127,1.0,0,0000,1010
59,P03,1011,3e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0001,1010 1011
59,P03,1011,3e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0010,1001 1010 1011
59,P03,1011,3e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1000 1001 1010 1011
59,P03,1011,3e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1111
60,P03,1100,3e-05,law_clique_x_q4,1,127,127,1.0,0,0101,1101
60,P03,1100,3e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0101,1100 1101
60,P03,1100,3e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0101,1100 1101 1110
60,P03,1100,3e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0101,1100 1101 1110 1111
60,P03,1100,3e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0101,1000 1100 1101 1110 1111
61,P03,1101,3e-05,law_clique_x_q4,1,127,127,1.0,0,0100,1100
61,P03,1101,3e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0100,1100 1101
61,P03,1101,3e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0100,1100 1101 1111
61,P03,1101,3e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0100,1100 1101 1110 1111
61,P03,1101,3e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1001 1100 1101 1110 1111
62,P03,1110,3e-05,law_clique_x_q4,1,127,127,1.0,0,0101,1111
62,P03,1110,3e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0101,1110 1111
62,P03,1110,3e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0101,1100 1110 1111
62,P03,1110,3e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0101,1100 1101 1110 1111
62,P03,1110,3e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0101,1010 1100 1101 1110 1111
63,P03,1111,3e-05,law_clique_x_q4,1,127,127,1.0,0,0100,1110
63,P03,1111,3e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0100,1110 1111
63,P03,1111,3e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0100,1101 1110 1111
63,P03,1111,3e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0100,1100 1101 1110 1111
63,P03,1111,3e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1011 1100 1101 1110 1111
48,P03,0000,3.2e-05,complete_survivor,1,127,127,1.0,0,0001,0001
48,P03,0000,3.2e-05,complete_survivor,2,127,127,1.0,0,0000 0001,0000 0001
48,P03,0000,3.2e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0010,0000 0001 0010
48,P03,0000,3.2e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0011,0000 0001 0010 0011
48,P03,0000,3.2e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0001 0010 0011 0100
49,P03,0001,3.2e-05,complete_survivor,1,127,127,1.0,0,0000,0000
49,P03,0001,3.2e-05,complete_survivor,2,127,127,1.0,0,0000 0001,0000 0001
49,P03,0001,3.2e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0010,0000 0001 0011
49,P03,0001,3.2e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0011,0000 0001 0010 0011
49,P03,0001,3.2e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0001 0010 0011 0101
50,P03,0010,3.2e-05,complete_survivor,1,127,127,1.0,0,0011,0011
50,P03,0010,3.2e-05,complete_survivor,2,127,127,1.0,0,0000 0011,0010 0011
50,P03,0010,3.2e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0011,0000 0010 0011
50,P03,0010,3.2e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0011,0000 0001 0010 0011
50,P03,0010,3.2e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0001 0010 0011 0110
51,P03,0011,3.2e-05,complete_survivor,1,127,127,1.0,0,0010,0010
51,P03,0011,3.2e-05,complete_survivor,2,127,127,1.0,0,0000 0010,0010 0011
51,P03,0011,3.2e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0010,0001 0010 0011
51,P03,0011,3.2e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0011,0000 0001 0010 0011
51,P03,0011,3.2e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0001 0010 0011 0111
52,P03,0100,3.2e-05,complete_survivor,1,127,127,1.0,0,0001,0101
52,P03,0100,3.2e-05,complete_survivor,2,127,127,1.0,0,0000 0001,0100 0101
52,P03,0100,3.2e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0010,0100 0101 0110
52,P03,0100,3.2e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0011,0100 0101 0110 0111
52,P03,0100,3.2e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0100 0101 0110 0111
53,P03,0101,3.2e-05,complete_survivor,1,127,127,1.0,0,0000,0100
53,P03,0101,3.2e-05,complete_survivor,2,127,127,1.0,0,0000 0001,0100 0101
53,P03,0101,3.2e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0010,0100 0101 0111
53,P03,0101,3.2e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0011,0100 0101 0110 0111
53,P03,0101,3.2e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,0001 0100 0101 0110 0111
54,P03,0110,3.2e-05,complete_survivor,1,127,127,1.0,0,0011,0111
54,P03,0110,3.2e-05,complete_survivor,2,127,127,1.0,0,0000 0011,0110 0111
54,P03,0110,3.2e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0011,0100 0110 0111
54,P03,0110,3.2e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0011,0100 0101 0110 0111
54,P03,0110,3.2e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,0010 0100 0101 0110 0111
55,P03,0111,3.2e-05,complete_survivor,1,127,127,1.0,0,0010,0110
55,P03,0111,3.2e-05,complete_survivor,2,127,127,1.0,0,0000 0010,0110 0111
55,P03,0111,3.2e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0010,0101 0110 0111
55,P03,0111,3.2e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0011,0100 0101 0110 0111
55,P03,0111,3.2e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,0011 0100 0101 0110 0111
56,P03,1000,3.2e-05,complete_survivor,1,127,127,1.0,0,0011,1001
56,P03,1000,3.2e-05,complete_survivor,2,127,127,1.0,0,0000 0011,1000 1001
56,P03,1000,3.2e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0011,1000 1001 1010
56,P03,1000,3.2e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0011,1000 1001 1010 1011
56,P03,1000,3.2e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1100
57,P03,1001,3.2e-05,complete_survivor,1,127,127,1.0,0,0010,1000
57,P03,1001,3.2e-05,complete_survivor,2,127,127,1.0,0,0000 0010,1000 1001
57,P03,1001,3.2e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0010,1000 1001 1011
57,P03,1001,3.2e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0011,1000 1001 1010 1011
57,P03,1001,3.2e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1101
58,P03,1010,3.2e-05,complete_survivor,1,127,127,1.0,0,0001,1011
58,P03,1010,3.2e-05,complete_survivor,2,127,127,1.0,0,0000 0001,1010 1011
58,P03,1010,3.2e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0010,1000 1010 1011
58,P03,1010,3.2e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0011,1000 1001 1010 1011
58,P03,1010,3.2e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1110
59,P03,1011,3.2e-05,complete_survivor,1,127,127,1.0,0,0000,1010
59,P03,1011,3.2e-05,complete_survivor,2,127,127,1.0,0,0000 0001,1010 1011
59,P03,1011,3.2e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0010,1001 1010 1011
59,P03,1011,3.2e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0011,1000 1001 1010 1011
59,P03,1011,3.2e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1111
60,P03,1100,3.2e-05,complete_survivor,1,127,127,1.0,0,0111,1101
60,P03,1100,3.2e-05,complete_survivor,2,127,127,1.0,0,0000 0111,1100 1101
60,P03,1100,3.2e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0111,1100 1101 1110
60,P03,1100,3.2e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0111,1100 1101 1110 1111
60,P03,1100,3.2e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0111,1000 1100 1101 1110 1111
61,P03,1101,3.2e-05,complete_survivor,1,127,127,1.0,0,0110,1100
61,P03,1101,3.2e-05,complete_survivor,2,127,127,1.0,0,0000 0110,1100 1101
61,P03,1101,3.2e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0110,1100 1101 1111
61,P03,1101,3.2e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0110,1100 1101 1110 1111
61,P03,1101,3.2e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0110,1001 1100 1101 1110 1111
62,P03,1110,3.2e-05,complete_survivor,1,127,127,1.0,0,0101,1111
62,P03,1110,3.2e-05,complete_survivor,2,127,127,1.0,0,0000 0101,1110 1111
62,P03,1110,3.2e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0101,1100 1110 1111
62,P03,1110,3.2e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0101,1100 1101 1110 1111
62,P03,1110,3.2e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0101,1010 1100 1101 1110 1111
63,P03,1111,3.2e-05,complete_survivor,1,127,127,1.0,0,0100,1110
63,P03,1111,3.2e-05,complete_survivor,2,127,127,1.0,0,0000 0100,1110 1111
63,P03,1111,3.2e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0100,1101 1110 1111
63,P03,1111,3.2e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0100,1100 1101 1110 1111
63,P03,1111,3.2e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,1011 1100 1101 1110 1111
48,P03,0000,3.2e-05,law_mst_x_q4,1,127,127,1.0,0,0001,0001
48,P03,0000,3.2e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,0000 0001
48,P03,0000,3.2e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,0000 0001 0010
48,P03,0000,3.2e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0000 0001 0010 0011
48,P03,0000,3.2e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0001 0010 0011 0100
49,P03,0001,3.2e-05,law_mst_x_q4,1,127,127,1.0,0,0000,0000
49,P03,0001,3.2e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,0000 0001
49,P03,0001,3.2e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,0000 0001 0011
49,P03,0001,3.2e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0000 0001 0010 0011
49,P03,0001,3.2e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0001 0010 0011 0101
50,P03,0010,3.2e-05,law_mst_x_q4,1,127,127,1.0,0,0011,0011
50,P03,0010,3.2e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0011,0010 0011
50,P03,0010,3.2e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0011,0000 0010 0011
